,birthday,blood_type,bust,cup,height,hip,name,waist
9002,,,96,H,160,88,森永ひよこ,60
9003,,,,,,,森永ぴの,
9004,1982-09-21,A,90,G,150,84,森永みか,57
9005,1985-08-01,,94,G,164,88,森ななこ,58
9006,,,,,,,森奈まゆ,
9007,,,,,,,稲森なるみ,
9008,1979-08-18,AB,88,H,,85,森野あおば,60
9009,,,,,,,森野明音,
9010,1981-03-05,B,81,C,150,83,森野いずみ,57
9011,,,,,,,森野いづみ,
9012,1985-12-06,A,88,E,154,83,森乃くるみ,59
9013,1986-08-01,O,84,E,155,83,森乃梢,56
9014,1988-02-15,,80,E,147,82,森野琴梨,55
9015,1998-02-18,,,E,148,,もりの小鳥,
9016,,,,,,,森乃しずく,
9017,,,,,,,森野ジュン,
9018,,,,,,,森野ひな,
9019,,,,,,,森野ひまり,
9020,1983-04-26,A,82,B,161,87,森乃ひよこ,59
9021,1987-03-09,O,83,B,163,86,森野まりな,60
9022,1975-11-28,B,82,D,153,82,森原由紀,58
9023,1984-02-14,O,95,F,160,88,森原リコ,58
9024,1996-12-25,O,91,H,156,89,森はるら,59
9025,,,,,,,森保さな,
9026,,,,,,,森星いまり,
9027,,,95,H,153,88,森ほたる,58
9028,,,,,,,森舞,
9029,,,,,,,森苺莉,
9030,1982-03-01,O,84,C,153,88,森町ここみ,60
9031,1987-02-02,,82,C,160,87,森美咲,60
9032,,,,,,,森宮亜希,
9033,1968-05-16,B,82,,153,85,森村あすか,60
9034,1981-03-01,AB,88,E,162,87,森村なつみ,59
9035,1979-07-07,O,93,G,156,88,森村ハニー,60
9036,1985-08-22,O,85,D,150,87,森村はるか,58
9037,,,,,,,森村りえ,
9038,,,,,,,森元あすか,
9039,,,,,,,森本ともみ,
9040,1977-09-20,AB,84,C,152,82,森本みう,55
9041,,,,,,,森谷えみ,
9042,,,80,A,156,83,守屋かな,58
9043,,,,,,,森山愛子,
9044,1971-06-18,AB,83,,158,84,森山愛里,60
9045,,,90,G,169,93,森山杏菜（森山杏奈）,63
9046,,,96,E,160,100,杜山ゆりか,76
9047,,,,,,,森谷美穂,
9048,,,,C,,86,森雪那,61
9049,,,,,,,森ゆきな,
9050,,,,,,,稲森雪乃,
9051,,,89,,,86,森レオナ,58
9052,1987-08-11,B,97,H,162,89,諸星セイラ（百瀬涼）,58
9053,,,,,,,諸星まりる,
9054,1977-09-07,,85,C,,86,諸星美奈,60
9055,1983-03-27,O,88,F,151,83,紋舞らん,58
9056,,,90,,,90,門真ゆき,76
9057,,,92,G,,87,八乙女かのん,59
9058,,,96,H,155,88,八神さおり,60
9059,,,88,G,155,85,八上寿々音,63
9060,,,87,D,171,89,八神はるか,58
9061,1962-03-09,,84,,158,84,八神康子,59
9062,,,120,K,165,100,八木あずさ,75
9063,,,,,,,八木沢梨花,
9064,,,,,,,八木友理奈,
9065,,,86,D,,88,八木原まゆ,58
9066,,,113,H,172,98,八木美智香,78
9067,1986-12-07,O,81,C,152,82,矢口あかり,57
9068,,,90,,163,85,矢口あみか,60
9069,,,80,,,80,矢口いく,59
9070,,,,,,,矢口エミリ,
9071,,,86,D,,84,矢口せり,59
9072,,,,,,,矢口弘美,
9073,1989-10-30,A,82,D,154,83,矢口美里,56
9074,1979-01-10,O,82,D,152,81,矢口凛香,55
9075,,,,,,,矢沢えりな,
9076,,,,,,,矢沢しおり,
9077,1986-09-19,A,88,F,145,80,矢沢のん,54
9078,,,,,,,矢沢ひろ,
9079,,,,,,,矢沢美奈,
9080,,,,,,,矢澤美々,
9081,1977-01-05,O,83,C,164,86,矢沢ようこ,59
9082,,O,83,,175,86,矢沢りょう,60
9083,,,86,D,,87,矢沢るみ,60
9084,,,,,,,安井明日香,
9085,,,83,D,,88,安田あいり,58
9086,,,,,,,安田香里奈,
9087,,,93,G,,,安田沙耶,
9088,,,,,,,安田美沙,
9089,1985-11-22,B,86,D,,88,安田みずほ,58
9090,,,,,,,安田美保,
9091,1986-11-11,,85,,156,84,安田みらい,58
9092,1992-01-26,,82,C,163,82,安田ゆかり,59
9093,1983-04-20,O,88,F,157,88,安原真美,60
9094,,,,,,,矢田花帆,
9095,1995-05-10,A,,,,,谷田部和沙,
9096,,,85,,,84,矢田みりあ,57
9097,1983-11-16,AB,80,B,151,80,矢田あき,55
9098,,,79,B,158,82,矢田渚々美,58
9099,,,,,,,矢田瞳,
9100,,,85,E,,86,矢田美紀子,59
9101,,,,,,,矢田里奈,
9102,,,84,C,,87,矢田涼子,58
9103,,,,,,,谷地るい,
9104,,,87,G,159,89,八ッ橋さい子,56
9105,,,,,,,八束みこと,
9106,,,,,,,矢津田由貴,
9107,1985-06-16,,88,F,156,88,矢藤あき,58
9108,,,87,E,160,88,柳井瞳,60
9109,,,,,,,柳川まこ,
9110,1980-03-22,A,83,,165,86,柳明日香,57
9111,1981-09-15,B,82,B,155,85,柳小夜,58
9112,,,,,,,柳澤沙耶香,
9113,,,,,,,柳詩絵,
9114,,,,,,,柳田和美,
9115,,,86,E,155,84,柳田やよい,60
9116,,,83,E,159,85,柳朋子,57
9117,1997-09-14,,85,,160,88,柳みゆう,59
9118,,,,,,,柳木美麗,
9119,,,,,,,小柳留美子,
9120,1986-01-15,A,84,D,149,80,柳瀬遥,54
9121,1981-06-24,O,98,,,85,やなせりほ,58
9122,,,,,,,矢野愛弓,
9123,,,,,,,矢野涼子,
9124,,,,,,,八尋麻衣,
9125,1990-03-01,B,93,G,164,86,矢吹杏,58
9126,,,87,F,161,92,矢吹京子,62
9127,1984-12-12,O,85,E,158,83,矢吹さゆり,58
9128,,,87,,,87,矢吹樹里,62
9129,,,85,D,164,86,矢吹涼華,59
9130,,,,,,,矢吹はるか,
9131,1974-10-21,B,85,B,158,88,矢吹まりな,55
9132,1972-07-17,B,92,F,160,89,矢吹涼子,60
9133,1987-10-10,,83,B,161,88,矢吹レイラ,63
9134,,,85,C,167,88,矢部寿恵,64
9135,,,,,,,矢部ひまり,
9136,1997-08-10,,84,C,,83,山井すず,57
9137,1981-02-10,A,85,D,159,83,山内しおり,59
9138,,,,,,,山内智子,
9139,,,,,,,山内奈央,
9140,,,89,,156,88,山岡芽衣,62
9141,1992-06-01,,88,E,165,84,山川青空,58
9142,,,,,,,山川としえ,
9143,,,80,C,157,84,山河ほたる,56
9144,,,,,,,山川ゆな,
9145,1992-11-30,,82,B,160,81,山岸逢花,59
9146,,,,,,,山岸恵子,
9147,,,98,H,156,95,山岸琴音,62
9148,,,153,P,,,山岸蘭,
9149,1995-02-16,A,85,C,154,83,山岸凛,58
9150,,,,,,,山倉富士子,
9151,,,85,C,,90,山口愛子,70
9152,,,90,F,159,89,山口葵,59
9153,,,,,,,山口茜,
9154,1982-03-02,,86,C,165,87,山口絵梨,60
9155,,,,,,,山口絵里香,
9156,,,,,,,山口かすみ,
9157,,,,,,,山口可奈,
9158,,,,,,,山口佳代,
9159,,,90,E,164,90,山口珠理,59
9160,,,88,E,158,89,山口智美,58
9161,,,,,,,山口菜穂,
9162,1978-08-30,,100,H,,85,山口ナオミ,58
9163,,,,,,,山口奈々絵,
9164,,,,,,,山口仁美,
9165,,,,,,,山口真央,
9166,1984-07-20,,86,E,163,83,山口まゆ,54
9167,,,,,,,山口真理,
9168,,,80,C,,58,山口美薫,58
9169,,,87,D,158,87,山口美花,57
9170,1984-09-27,O,,,152,,山口美沙,
9171,1985-02-03,,88,,168,89,山口みのり,60
9172,,,83,,151,84,山口もよ,56
9173,,,,,,,山口優香,
9174,,,,,,,山口悠子,
9175,,,,,,,山口ルミ,
9176,1978-12-15,A,98,G,150,89,山口玲子,60
9177,1982-08-10,O,85,C,158,85,山咲はるな,57
9178,1983-08-01,B,85,D,156,83,山咲舞,58
9179,1979-09-08,A,101,I,153,86,山咲あかり,58
9180,1980-07-18,A,85,D,163,84,山咲亜美,60
9181,1980-07-18,A,84,D,163,84,山崎亜美,61
9182,,,87,D,,88,山崎亜弥,62
9183,,,,,,,山咲えり,
9184,1968-05-24,,80,,156,85,山崎かおり,58
9185,1984-01-10,O,87,B,156,86,山崎華奈,59
9186,,,,,,,山崎恭香,
9187,,,,,,,山咲さくら,
9188,1982-01-15,A,86,F,156,88,山咲樹里,61
9189,,,,,,,山咲ともみ,
9190,,,,,,,山崎まりあ,
9191,1983-08-31,A,95,E,153,90,山咲萌,60
9192,,,88,E,,88,山崎りか,60
9193,,,,,,,山咲リリィ,
9194,,,,,,,山咲若菜,
9195,,,85,C,,,山下愛理,
9196,,,,,,,山下朱実,
9197,1971-02-09,A,79,,154,84,山下麻衣,57
9198,,,88,F,,85,山下真耶,58
9199,,,,,,,山下みう,
9200,1982-01-11,,82,B,155,86,山下みずき,59
9201,,,,,,,山下みなみ,
9202,,,,,,,山下美麗,
9203,,,,,,,山下やよい,
9204,,,,,,,山下優衣,
9205,,,,,,,山下優衣,
9206,,,,,,,山下理香,
9207,,,,,,,山科ゆり,
9208,1986-03-05,B,84,D,167,84,山城美姫,59
9209,,,84,D,162,88,山城みずほ,59
9210,,,,,,,山瀬ナミ,
9211,,,86,B,157,89,山瀬実咲,64
9212,1979-10-18,AB,83,C,,86,山田いずみ,57
9213,,,,,,,山田久美,
9214,,,,,,,山田ことみ,
9215,1994-01-24,,88,D,170,89,山田彩夏,59
9216,,,,,,,小山田まい,
9217,,,86,E,,82,山田まり,58
9218,1986-04-02,O,95,H,162,88,山田マリコ,60
9219,,,,,,,山田優子,
9220,1994-11-06,,80,G,163,83,山手栞,56
9221,1982-07-21,O,84,D,,85,大和撫子,59
9222,,,,,,,山名愛里,
9223,,,85,C,,89,山中みちる,58
9224,,,,,,,山根爽香,
9225,,,,,,,やまのあかね,
9226,,,,,,,山野潤子,
9227,,,95,,,98,山吹恵子,61
9228,,,99,F,,90,山吹ケイト,60
9229,,,,,,,山見ゆな,
9230,,,83,,,85,山村みか,59
9231,1981-04-24,A,80,,157,80,山本梓,55
9232,,,98,G,152,85,山元あや,60
9233,1986-04-12,,80,,157,81,山本彩乃,54
9234,,,,,,,山本いずみ,
9235,,,,,,,山本謡子,
9236,,,,,,,山本エリカ,
9237,,,94,D,165,96,山本さき,61
9238,,,,,,,山本咲良,
9239,,,,,,,山本沙良,
9240,,,,,,,山本しゅり,
9241,,,86,D,156,87,山本ちづこ,65
9242,,,,,,,山本千紘,
9243,,,92,E,159,88,山本艶子,66
9244,,,,,,,山本瞳子,
9245,,,,,,,山本麻衣,
9246,,,,B,158,86,山本まる（村上てん）,57
9247,1981-05-06,A,90,E,170,88,山本美和子,60
9248,,,87,,152,97,山本鈴,63
9249,,,,,,,山本麗子,
9250,,,,,,,山湧ちさと,
9251,,,,,,,柔ひばり,
9252,1989-11-22,O,87,E,160,88,結夜,58
9253,1974-07-11,A,86,D,156,87,結衣（結衣美沙）,59
9254,,,84,,,82,ゆいかまな,59
9255,1984-12-15,A,82,C,164,86,唯川純,60
9256,,,83,B,160,80,唯川千尋,56
9257,1994-02-23,,81,C,158,84,唯川希,56
9258,1986-10-10,,88,,165,86,結川るり,58
9259,,,,,,,結月小春,
9260,,,83,B,160,88,唯菜,59
9261,,,,,,,結菜えま,
9262,,,,,,,結菜さほ,
9263,1984-02-07,A,83,C,162,88,真瀬ゆいの,58
9264,,,100,H,155,86,結野しほり,60
9265,,,,,,,由比まなみ,
9266,1986-12-10,O,88,E,155,88,you.,58
9267,,,85,I,160,86,愛内ゆう,57
9268,,,96,G,157,89,優花めぐみ,60
9269,,,,,,,ゆうか凛,
9270,,,,,,,結城あいか,
9271,1996-10-18,A,81,D,160,84,結城あい菜,58
9272,1988-03-09,,83,D,158,83,優木あおい,58
9273,,,,,,,夕樹あさひ,
9274,,,88,D,159,84,優木明日花,59
9275,,,,,,,優木愛美,
9276,,,,,,,結城あや,
9277,,AB,91,G,160,88,結城綾音,68
9278,1980-12-21,O,85,,157,88,結城杏奈（結城アンナ）,57
9279,,,,,,,優木いおり,
9280,1983-06-13,,80,C,166,82,結城恵華,64
9281,,,,,,,優希絵理奈,
9282,,,93,H,,90,結城かずは,58
9283,,,,,,,有紀かな,
9284,1981-02-14,,90,F,,86,結城かのん,58
9285,,,,,,,結城かれん,
9286,1988-05-13,O,87,F,156,85,ゆうきさやか,87
9287,1985-03-18,B,88,E,155,88,裕木サラ,58
9288,1984-11-03,,83,C,163,85,憂木詩音麻,58
9289,,,,,,,夕城芹,
9290,1990-12-16,O,85,D,162,83,ゆうきちせ,59
9291,1989-03-01,O,88,E,148,86,有希ちな,56
9292,2000-03-14,,84,E,160,85,有季なお,56
9293,,,,,,,優木なお,
9294,,O,83,E,157,85,優木夏,60
9295,,A,80,D,153,82,優木奈美,59
9296,,,86,E,165,83,結城のの,57
9297,1991-02-15,B,85,D,153,82,優木ひかる,55
9298,1973-08-30,AB,90,F,160,90,憂木瞳（中山アンナ）,60
9299,,,,,,,優木ほなみ,
9300,1977-01-30,B,84,,158,85,夕樹舞子,58
9301,,,90,,,96,ゆうき真央,64
9302,1990-07-07,B,86,D,163,88,優希まこと,59
9303,,,,,,,憂木愛美,
9304,1991-01-13,A,88,C,175,90,優木まみ,62
9305,1995-03-26,A,72,B,161,81,裕木まゆ,56
9306,,,,,,,ゆうき麻里,
9307,1969-09-02,A,86,E,,85,結城マリア,57
9308,,,,,,,憂希澪,
9309,,,85,D,150,80,優希みく,60
9310,1979-10-01,,87,E,154,85,結城みさ,59
9311,1990-08-02,B,83,C,160,86,結城ミシェル,58
9312,1985-10-05,B,83,C,,85,夕樹ミチル（美濃浬）,57
9313,,,110,I,,90,ゆうき美羽,65
9314,1990-11-11,,86,F,162,92,悠希めい,59
9315,,,124,L,160,98,結城モナ,68
9316,1968-03-02,O,80,,157,81,結城ゆかり,57
9317,1992-12-11,,82,D,166,90,悠木ユリカ,59
9318,1987-03-21,A,83,D,155,83,有希りか,58
9319,1985-12-27,A,84,D,163,85,結城リナ,59
9320,,,88,F,,88,優木リノア,58
9321,1982-11-23,O,88,E,165,88,ゆうきりり,58
9322,1984-09-27,O,86,E,149,88,結城凛,58
9323,1986-12-23,B,82,,160,80,優木ルナ,58
9324,1990-07-10,A,85,,169,86,結希レイナ,59
9325,,,86,,,86,夕凪ななか,62
9326,1994-10-27,O,88,G,,86,優菜真白,58
9327,1999-08-26,B,92,G,157,88,優音希,58
9328,1984-08-04,A,83,C,152,80,夕日ちづる,57
9329,,,100,I,149,95,夕美しおん,63
9330,,,,,,,ゆうみ菜穂,
9331,1995-05-31,B,90,F,155,96,優梨まいな,61
9332,,,,,,,Mayuka,
9333,,,,,,,Mayuka,
9334,1994-10-19,B,84,D,151,84,湯川ありす,60
9335,1980-06-01,A,90,G,156,85,湯川えり,58
9336,,,,,,,由姫あゆ,
9337,1995-11-01,,87,D,163,88,雪白かん菜,58
9338,,,,,160,91,雪染ちな,60
9339,,,,,,,雪谷ちなみ,
9340,1983-12-14,,91,,158,86,青山雪菜,60
9341,1979-05-17,B,93,F,160,88,雪那美礼,60
9342,,,88,C,172,90,雪音ありさ,65
9343,,,,,,,新井雪乃,
9344,,A,80,,,80,雪野あいか,55
9345,1994-06-22,O,90,E,173,88,ゆきのあかり,64
9346,,,,,,,ゆきのくるみ,
9347,1983-11-18,A,83,C,,89,雪野小春,60
9348,,,,,,,雪乃しずく,
9349,,A,,,,,雪野ひかる,
9350,1988-05-15,AB,88,E,161,85,雪乃ほたる,56
9351,1982-03-03,O,101,I,159,90,雪乃まひる,60
9352,,,84,D,158,85,幸乃美香,58
9353,,,,,,,雪野みほ,
9354,1980-09-09,O,90,E,158,83,雪野弥生,57
9355,,,,,134,,雪野りこ,
9356,,,93,G,154,90,雪平こよみ,59
9357,1988-12-01,A,86,,156,88,雪見紗弥,59
9358,1984-03-19,,84,,155,85,雪見ほのか,58
9359,,,,,,,雪村あずさ,
9360,,,,,,,雪村沙耶,
9361,1988-02-04,,88,,160,86,雪村ななみ,54
9362,,,94,H,,,雪本香奈,
9363,1994-03-03,,85,D,161,87,雪本芽衣,59
9364,1982-08-02,O,88,F,152,82,遊佐七海,58
9365,,,93,G,149,89,湯沢多喜子,63
9366,,,83,C,158,84,柚希あおい,58
9367,1986-09-09,A,90,F,160,88,柚木あや,60
9368,,,86,D,163,88,柚木彩華,59
9369,,,86,D,163,88,柚木彩華,59
9370,1997-12-05,O,85,E,155,87,柚木彩花,61
9371,1994-02-02,AB,85,E,159,85,柚希つばさ,58
9372,1996-09-23,O,86,E,165,88,柚月ひまわり,60
9373,1977-08-05,A,82,B,158,86,柚木真奈,60
9374,1985-03-14,,84,D,157,85,柚月らら,57
9375,1992-01-25,A,83,D,158,84,柚奈りり,56
9376,1992-06-18,A,84,D,159,86,柚原綾,58
9377,,,,,,,柚葉リコ,
9378,1989-03-14,O,85,,152,85,柚本紗希,57
9379,1994-12-28,A,82,D,157,82,柚本ひまり,56
9380,1987-06-10,,89,F,166,89,柚本舞,58
9381,,,,,,,杠えな,
9382,,,,,,,弓束ちはや,
9383,1994-12-05,AB,91,F,160,88,柚月あい,60
9384,,,87,C,160,85,悠月アイシャ,58
9385,1986-11-02,,,,,,ゆづき杏,
9386,1979-05-04,O,85,D,157,85,弓月杏里,58
9387,1970-09-15,B,83,,157,83,弓月薫,56
9388,1983-12-01,,82,,145,80,夕月花音,52
9389,,,87,F,158,89,結月恭子,60
9390,,,,,,,柚月しろ,
9391,1998-01-23,,86,G,148,84,柚月すず,60
9392,,,,,,,柚木はるか,
9393,,,,,,,柚月ひかる,
9394,,,,,,,悠月舞,
9395,1997-11-03,,85,E,155,83,結月ましろ,55
9396,,,108,K,148,85,優月まりな,58
9397,,,,,,,夕月みずほ,
9398,,,,,,,優月りせ,
9399,1982-08-01,A,83,C,154,80,由月理帆,59
9400,1980-05-20,A,83,F,151,82,優月良花,59
9401,1994-06-16,,86,F,,82,YUNA,57
9402,1994-06-16,,86,F,,82,YUNA,57
9403,,,,,,,柚ノ木りん,
9404,,,100,I,,,弓岡玲子,
9405,1984-01-24,,86,E,150,83,弓川彩乃,58
9406,,,85,,,81,弓川奈津子,55
9407,,,85,E,,90,弓崎杏奈,63
9408,,A,84,,154,85,弓永かおり,59
9409,1993-02-12,A,83,D,163,83,由愛可奈,53
9410,1992-07-16,,84,,170,89,夢夏まなつ,61
9411,,,,,,,夢川あおい,
9412,,,92,H,,89,夢川エマ,58
9413,,,,,,,夢咲花音,
9414,,,,,,,夢咲こよい,
9415,,,,,,,夢咲ひなみ,
9416,1987-07-12,O,99,H,152,88,夢咲ほのか,57
9417,,,,,,,夢咲もえ,
9418,1984-09-05,O,85,D,162,85,夢咲ルシア,59
9419,1994-08-26,,79,G,149,78,夢乃あいか,52
9420,1984-01-12,,80,B,157,85,夢乃加奈,60
9421,,,,,,,夢乃こえだ,
9422,1988-07-29,,80,C,165,84,夢乃ひかり,68
9423,,,,,,,夢野ひなた,
9424,1978-08-17,B,100,I,155,93,夢野まりあ,60
9425,,,,,,,,
9426,,,,,,,夢乃美咲,
9427,1982-01-26,O,85,F,,86,夢野みらい,58
9428,,,,,,,夢野ももか,
9429,,,,,,,夢野りんか,
9430,,,116,K,164,98,夢野怜子,68
9431,1986-08-03,O,95,F,154,85,夢見あい,62
9432,,,,,,88,夢実あくび（夢見あくび、新田あくび、小川まどか）,55
9433,1987-07-12,A,92,G,160,88,夢美ここ（七瀬りか）,59
9434,1986-11-13,O,88,F,163,90,夢見ほのか,59
9435,1981-05-25,O,94,E,161,91,夢村早紀,62
9436,,,,,,,湯本亜希,
9437,,,86,E,159,85,湯本清子,62
9438,,,,,,,湯本珠未,
9439,,,,,,,湯本千夏,
9440,,,110,J,168,100,由來ちとせ,72
9441,,,98,F,148,91,由良翠,66
9442,,,,,,,SAYURI,
9443,,,,,,,愛川ゆりあ,
9444,1991-02-28,,85,F,157,85,芦名ユリア,57
9445,,,,,,,愛川ゆりあ,
9446,,,,,,,ゆり＆まり,
9447,,,,,,,百合華,
9448,1989-06-06,,90,F,161,84,百合川さら,57
9449,1993-11-30,A,86,D,158,88,百合咲うるみ,58
9450,,,95,F,,86,YURINA,58
9451,,,,,,,百合なぎさ,
9452,,,88,E,160,90,ゆり菜すず,63
9453,1984-05-05,A,83,C,148,86,百合野さくら,60
9454,,,,,,,百合野もも,
9455,,,83,,155,81,YOKO（楓）,54
9456,,,95,F,,93,揚美麗,58
9457,1983-06-03,O,83,B,156,87,横井くるみ,60
9458,,,,,,,横川あいの,
9459,,,,,,,横倉柚奈,
9460,1980-02-14,,83,C,,83,横倉里奈,57
9461,,,85,G,150,85,横田キャサリンみつ貴,56
9462,1978-03-07,AB,85,C,165,87,横浜ゆき,59
9463,,,85,D,,86,横峰あい,58
9464,,,88,E,162,85,横峯美佐子,64
9465,,,,,,,横山エリ,
9466,1974-02-05,,84,,156,84,横山えりか,58
9467,,,,,,,横山楓,
9468,,,,,,,横山カヨ,
9469,,,82,,,83,横山沙織,58
9470,,,85,C,158,85,横山翔子,60
9471,,,87,E,163,86,横山夏希,58
9472,1977-07-04,B,86,E,153,87,横山奈津子,63
9473,1989-11-15,A,82,C,156,88,横山美雪,56
9474,,,93,H,158,83,横山みれい,57
9475,,,,,,,横山ゆりこ,
9476,,,86,C,160,89,吉井彩華,58
9477,,,,,,,吉井ありさ,
9478,1981-11-11,B,84,D,150,84,吉井愛美（水沢翔子）,58
9479,1978-06-30,A,86,D,157,90,よしい美希（伊沢涼子、吉井美希）,64
9480,,,,,157,88,吉井玲奈,59
9481,,,,,,,吉岡杏奈,
9482,,,,,,,吉岡史織,
9483,1986-03-14,O,83,C,154,85,吉岡なつみ,58
9484,,,90,E,170,98,吉岡奈々子,66
9485,,,,,,,吉岡まゆ,
9486,1974-06-23,O,86,D,163,86,吉岡美奈,56
9487,1985-06-29,,85,,158,88,吉岡みみ,62
9488,,,80,C,,82,吉岡めぐみ,57
9489,,,80,C,,82,吉岡めぐみ,57
9490,,,95,H,152,85,吉川あいみ,58
9491,,,,,,,吉川明日美,
9492,,,,,,,吉川ありさ,
9493,,,,,,,吉川いと,
9494,1980-06-03,A,93,F,158,85,吉川エミリー,56
9495,,,,,,,吉川なお,
9496,,,,,,,吉川みくり,
9497,,,,,,,吉川美里,
9498,,,,,,,吉川美奈子,
9499,1981-01-11,A,83,,156,86,吉川みなみ,58
9500,1985-09-18,O,85,E,158,88,吉川萌,58
9501,,,,,,,吉川桃,
9502,1990-10-09,O,86,E,160,88,吉川ゆあ,57
9503,1978-08-08,AB,84,C,158,86,吉川結衣,60
9504,,,94,G,148,88,吉川ゆう,60
9505,,,85,,,83,吉川ゆうな,60
9506,1979-11-28,O,80,C,152,83,吉川梨香,55
9507,,,82,C,,78,吉川莉奈,59
9508,1970-07-11,O,82,A,152,84,吉川りりあ,59
9509,1994-07-20,A,86,,158,84,吉川蓮,58
9510,,,,,,88,吉咲あきな,54
9511,,,,,,,吉咲あんり,
9512,1978-09-10,A,95,F,,90,吉崎沙南,60
9513,1985-12-20,A,87,E,163,85,吉崎直緒,57
9514,1972-03-03,A,88,,155,86,吉沢あかね,57
9515,1987-11-08,,88,D,150,86,吉沢亜希子,60
9516,1984-03-03,A,86,E,161,86,吉沢明歩,58
9517,1983-09-02,O,82,D,,82,吉澤あさみ,57
9518,,,,,,,吉澤あみ,
9519,,,,,,,吉澤あゆみ,
9520,,,98,F,160,97,吉澤清美（田村みゆき）,70
9521,,,80,C,,84,吉沢ちえ,57
9522,1979-12-03,,86,,,83,吉澤ななこ,54
9523,,,,,,,吉澤まゆ,
9524,,,90,,,90,吉沢ミズキ,60
9525,1989-03-01,O,90,F,162,88,吉沢みなみ,60
9526,,,,,,,吉沢未来,
9527,1980-01-30,,89,,,85,吉沢美和,57
9528,,,,,,,吉沢もも,
9529,,,86,E,,84,吉澤ゆうこ,59
9530,,,88,E,156,85,吉澤友貴,57
9531,,,,,,,吉澤裕美子,
9532,,,90,,,88,吉沢百合子,58
9533,1977-02-28,AB,84,,,85,吉沢リコ,61
9534,,,85,C,152,91,吉澤りょうこ,63
9535,,,110,J,152,85,吉澤留美,60
9536,1980-12-30,A,88,D,153,85,吉澤レイカ,57
9537,1995-12-01,,84,,155,85,吉高寧々,56
9538,,,,,,,吉田麻子,
9539,,,,,,,吉田敦子,
9540,1979-12-24,A,83,C,156,84,吉田あゆみ,56
9541,,,84,,159,85,吉田歩,63
9542,,,84,G,150,84,吉田絵理香,58
9543,,,80,B,146,85,吉田茶羅,55
9544,1987-11-08,A,88,F,165,84,吉田花,58
9545,,,82,B,,80,吉田博子,56
9546,1990-03-15,AB,83,,153,84,吉田美桜,55
9547,,,,,,,吉田みき,
9548,,,,,,,吉田優希,
9549,,,,,,,吉田ゆづる,
9550,1986-11-09,,83,C,163,88,吉田遼子,58
9551,,,,,,,吉田礼子,
9552,,,,,,,吉菜えみ,
9553,1992-10-30,A,100,I,150,90,吉永あかね,59
9554,,,,,,,吉永あき,
9555,,,82,B,159,85,吉永恵美,58
9556,,,87,,,88,吉永クリス,60
9557,,,,,,,吉永沙織,
9558,1973-07-03,A,85,,160,88,吉永里美,60
9559,,,95,E,157,83,吉永静子,60
9560,1986-12-08,O,90,,171,89,吉永純,59
9561,1984-01-09,B,100,G,162,89,吉永ゆりあ,61
9562,,,,,,,吉野明菜,
9563,1986-08-03,B,82,B,151,83,吉野さくら,56
9564,1978-11-28,O,80,G,150,85,吉野サリー（立花きらら）,53
9565,,,93,F,,89,吉野樹里,61
9566,,,,,,,吉野艶子,
9567,,,85,C,,86,吉野瞳,59
9568,1985-05-05,A,86,E,148,83,吉乃ひとみ,56
9569,,,88,E,155,89,吉乃ほのか,60
9570,,,95,G,148,85,愛乃まほろ,60
9571,1982-11-28,A,85,,,85,吉野まゆ,58
9572,1976-03-03,B,84,,154,84,吉野真理,58
9573,1967-01-01,,85,C,170,88,吉野碧,60
9574,1977-01-12,O,86,D,155,85,吉野美穂,58
9575,1990-04-05,A,85,D,163,88,芳野弥生,60
9576,1978-10-12,,95,F,,89,吉野ゆうき,59
9577,,,85,,,82,吉野理沙,58
9578,,,,,,,吉原あいか,
9579,1987-08-27,O,,,157,83,吉原ミィナ,57
9580,,,,,,,よしはらりの,
9581,,,,,,,芳深かずな,
9582,,,,,,,吉見りいな,
9583,,,,,,,吉村茜,
9584,1976-12-04,,86,D,,88,吉村彩,58
9585,1976-12-04,,86,D,,88,吉村彩,58
9586,,,85,D,,82,吉村彩夏,60
9587,1981-05-25,O,91,F,167,89,吉村すもも,60
9588,,,,,,,吉本彩夏,
9589,,,,,,,吉本加奈子,
9590,,,88,D,,90,吉本ななこ,60
9591,,,,,,,吉行じゅん子,
9592,,,,,,,夜空まひろ,
9593,,,90,F,158,92,四葉めぐる,59
9594,1997-11-06,,88,E,,86,四ツ葉うらら,56
9595,1983-01-20,A,87,F,149,88,米倉エミ,59
9596,,,,,,,米倉奈津美,
9597,,,,,,,米倉穂香,
9598,,,,,,,米倉真琴,
9599,,,88,F,156,90,米崎真理,60
9600,,,,,,,米田友花,
9601,,,83,,155,87,来那,59
9602,,,,,,,磯野徠夢,
9603,,,,,,,磯野徠夢,
9604,,,82,C,,88,蘭望実,58
9605,,,,,,,蘭々,
9606,,,,,,,梨杏なつ,
9607,,,,,,,天束璃音,
9608,1986-10-29,A,84,C,154,83,Rio（柚木ティナ）,58
9609,,,,,,,RIONA,
9610,1985-12-12,AB,88,,158,85,RION（二宮沙羅）,56
9611,,,,,,,ERICA,
9612,,,152,,,135,ERIKA,105
9613,1987-07-05,A,82,C,158,85,RICA（彩音リカ）,58
9614,1978-11-17,AB,83,,160,86,RIKA（野々村リカ）,60
9615,,,,,,,梨果メリア,
9616,,,,,,,RICO,
9617,,,,,,,RICO,
9618,,,,,,,愛田リコ,
9619,,,,,,,楠木璃紗,
9620,,,,,,,Alisa.L,
